# form	pos	lemma	sense	freq
འབོལ			part! dress! arrange! cushion, bolster, mattress, soft, plush, comfortable, enjoyable, fluffy, pliable [comp 'bol po]. 1) enjoyable; 2) soft; 3) tender; 4) delicate
འབོལ་བ			1) not stiff or solid; 2) soft and supple; 3) many/ abundant; 4) rich/ elaborate; 5) buyables
འབོལ་བོ			soft; soft, pliable
འབོལ་གདན			[soft/ padded] cushion, mattress
འབོལ་ལེ			[something] soft
འབོལ་ལྷུག			1) rich in enjoyment; 2) elaborate; 3) unobstructed; 4) free and easy
འབོལ་པོ			soft; 1) not stiff or solid; 2) soft and supple; 3) many/ abundant; 4) rich/ elaborate; 5) buyables
འབོལ་རྩོམ			straightforward unstilted composition [easy to understand]
འབོལ་ས			1) a place that is not stiff and solid, thon khungs bzang ba'i yule lung; 2) cotton cushion thread weaving factory
འབོལ་སྐྱིད			1) things 1 needs are available and mind is comfortable and relaxed; 2) soft and pleasant
འབོལ་སྟན			soft or supple thick seat
འབོལ་སྟིང			fine cushions
འབོལ་ཤིག་གེར་བཏང			felt comfortable
འབོལ་ཉོ་དཀོན་ཚོང			at times of abundance buy, in times of scarcity sell
འབོལ་ལེ་བ			1) soft and fluffy/ wooly; 2) loose; 3) comfortable and relaxed
འབོལ་ལེ་ཤིག་གེ་ཞོག			rest free and easy
འབོལ་འབོལ་ལྷུག་ལྷུག			1) rich in enjoyment; 2) elaborate; 3) unobstructed; 4) free and easy
འབོམ			bomb
འབོང			round
འབོང་འབོང་བ			naturally moist, round[ness], rotund[ity]
འབོངས་པ			ability, power
འབོར			1) total; 2) quantity, amount, #, count; 3) [past: bor],, throw [away], reject, cast, fling, get rid of, leave [behind]
འབོར་བ			[past: bor],, throw [away], reject, cast, fling, get rid of, leave [behind]
འབོར་བསྡོམས			great and small, many and few combined, total quantity/ amount/ #
འབོར་ཆེ			large quantity/ amount/ #/ total
འབོར་ཆེན			large quantity/ amount/ #/ total
འབོར་གྲངས			combined count, total, quantity, #
འབོར་ཤོབ			praise, boast, brag. 1) [false] boasting/ bragging; 2) praise
འབོར་སྤོམ			total quantity
འབོར་ཚད			quantity/ amount/ #, measure of many or few
འབོར་ཤོབ་ཚ་པོ			boastful
འབོར་ཤོབ་བཤད་པ			boast; praise, boast, brag
འབོར་ཀུན་གྱིས			they will all leave
འབོར་ཆེ་ཆུང			quantity, amount, #, total
འབོས			after being concealed unclear, [past: 'bo] spilled
འབྲ་གོ			1) aa mra fruit, [sweet, body heat neutral, benefitting brown and yellow phlegm, stopping the unbridled appetite of pho nad etc.]; 2) chi bi kha fruit,. 1) aa mra fruit; 2) chi bi kha fruit
འབྲ་གོ་ཁན་ད			'bra go elixir [long boiled strong juice of the fruit 'bra go]. 'bra go fruit elixir
འབྲབ་ལྕག			kind of horsewhip
འབྲབ་པ			[brab[s],,1) catch suddenly, grab, seize; 2) snap, snatch away; 3) scatter, throw, cast; 4) pierce; 5) beat, whip
འབྲད			[past: brad],, scratch, scrape, rub
འབྲད་འབྲད			za phrug again and again scrape/ file or to cure it again and again cut off, [rus pa [bone, family] 'brad 'brad byas na ro bcud med]
འབྲད་པ			1) scratch, scrape, rub; 3) slice off (/ [snod spyad kyi gya' dreg thur mas 'brad pa, so yis rus pa 'brad pa, [with the fingers scratch places where za phrug arise, scrape a horse's hooves w an iron file]
འབྲད་པར་བྱེད་པ			scratch, scrape
འབྲག་ཡབ			{'brag yab} district
འབྲག་མར་སོགས་སྣུམ་འཇོག་བྱེད་ཀྱི་སྣོད			grain oil gyi 'brag vessel
འབྲལ			forget; [past: bral],, 1) part/ separate [from], be separated/ cut off, disconnected from; 2) become pure of; 3) separation; 4) disjunction; 5) be deprived of/ w/o; 6) forget
འབྲལ་འབྲས			result of separation from obscuration
འབྲལ་བ			[past: bral],, 1) part/ separate [from], be separated/ cut off, disconnected from; 2) become pure of; 3) separation; 4) disjunction; 5) be deprived of/ w/o
འབྲལ་མ			never forget
འབྲལ་མེད			constant; 1) continuous[ly]/ constant; 2) inseparable; 3) w/o forgetting
འབྲལ་པ			relationship
འབྲལ་སྤང			1) be kept inseparable; 2) abandonment of separation.; 2) be w/o 1 of the three dharma robes for up phrugs gcig of a day (/ [part? pair cha'am zung 1 of the (30 downfalls of abandoning]
འབྲལ་བའི་སྤང་བ			1) abandonment of separation; 2) be w/o 1 of the three dharma robes for up to phrugs gcig = a day ??? 1 of the 30 downfalls of abandoning]
