# form	pos	lemma	sense	freq
འབྲི་མོ			female yak
འབྲི་མོག			herb whose root makes purple dye, root used to make red color, onosma echioides
འབྲི་ཤིག			bedbug
འབྲི་ཏ			form of medicine, emetic, medicinal herb
འབྲི་གློག་བརྣན་པ			attend while a person is reading or writing
འབྲི་སྤྱད་ཀྱི་ཡོ་བྱད			stationery
འབྲི་གུང་དཔལ་འཛིན་ཉི་འོད་བཟང་པོ			14th century scholar who claimed that nyang ston smra ba'i seng ge actually wrote the 18 tantras of sems sde
འབྲི་གུང་བཀའ་རྒྱུད			sect of bka' rgyud
འབྲི་ཏ་ས་འཛིན			saxifraga nangxianensis j. t. pan fragaria vesca l., lagotis brachystachya maxim.
འབྲི་ཏ་ས་འཛིན་དམན་པ			saxifraga brunoniana wall
འབྲི་ཧས་པ			an ancient nihilistic system
འབྲི་ཀ་རཏ་ན			medicinal plant for sores and ulcers
འབྲི་ས་ཐོད་དཀར			mother of king srong btsan sgam po
འབྲིད་པ			caress, beguile, impose upon
འབྲིད་པས་རྐུ་བ			rob one by using threats
འབྲིག་མཚམས་མཐའ་དཀར			Bon text
འབྲིམ་པ			distribute, deal out, hand round, dispenser, waiter at table
འབྲིམ་པ་པོ			distributor, waiter
འབྲིན་གར			(1 of 24 minor zodiac signs)
འབྲིན་པ			slow exhalation
འབྲིང			middling; mediocre, medium grade, middle, middling, middle, medium-quality
འབྲིང་འབྲིང			mediocre, moderate
འབྲིང་བ			ordinary, of middle quality, middle one, mediocre
འབྲིང་གིས			middling, moderately
འབྲིང་པོ			middle; 2nd of 3 brothers, the middle brother
འབྲིང་རིམ			mean
འབྲིང་སྨད			medium-low
འབྲིང་ཞིག			tolerable, something moderate, of middling quality
འབྲིང་པོ་སོར་བཞག			medium length oral transmissions, SA nyams rgyud
འབྲིས			write, SA 'bri ba
འབྲིས་རྙིང			old writings, records, old manuscripts
འབྲོ་གོ			medicine resembling mare's dung
འབྲོ་ལོ་ཙ་བ			translator from 'bro
འབྲོག			highland pasture, solitude, wilderness, uncultivated land, summer pasture for cattle in the mountains
འབྲོག་དགོན			monastery in the solitudes of mountains
འབྲོག་ཁག			tribe
འབྲོག་ཁུལ			pastoral area
འབྲོག་ཁྱི			herdsman's dog, huge fierce mastiff
འབྲོག་ལས			diary or pastoral work
འབྲོག་ལྷས			fold for cattle
འབྲོག་མི			herdsman
འབྲོག་པ			nomad; pasture land people, herdsman, herdsmen of tibet, nomad, shepherd, nomadic tibetans who live in tents on the moors and upland valleys, southern buddhists belonging to the 'brug pa sect, people of bhutan, nomad
འབྲོག་ཕྲུག			herdsman's child, boy tending cattle
འབྲོག་ས			pastoral area
འབྲོག་སྣམ			coarse blanket
འབྲོག་སྟོང			open pasture lands on the tops and slopes of mountains
འབྲོག་ཡུལ			country consisting of steppes
འབྲོག་ཞད			rude, rough, boorish
འབྲོག་ཞད་སྣོན་པ			be rude
འབྲོག་སྐྱོང་བ			attend to a mountain dairy
འབྲོམ			ancient family in tibet
འབྲོམ་སྟོན			1005-1064, founder of bka' gdams pa
འབྲོང			wild yak; wild (ox, yak), bull?, bos grunniens linnaeus, follow, poephagus grunniens, SA 'brong ba, g.yag, 'brang ba rgod, bos grunniens, wild yak whose heart eliminates provocations of energy
འབྲོང་འབྲི			wild yak cow
འབྲོང་བཟའ			5th wife of king khri srong lde'u btsan
འབྲོང་ཀོ			wild yak's skin or leather
འབྲོང་པ			attending to, wait upon, serve
འབྲོང་ཕྲུག			yak calf
འབྲོང་རྩེ			prosperous village with monastery n.w. of gyang tse
འབྲོང་ཁྱགས་ལ			famous 18,420 ft. pass
འབྲོང་རྒྱས་ལྡེམ་པ			elegant heart-shaped gtor ma
འབྲོངས			follow, SA 'brang ba
འབྲོས			flee, run away, to flee, run away
འབྲོས་པ			elude, run away, escape
འབྲོས་ས			place of refuge
འབྲོས་སུ་འཇུག			make one run away, drive away
འབྲོས་ལམ་བཅད			cutting the escape route
འབྲོས་པའི་གནས			place of refuge
འབྲོས་པར་འགྱུར			will run away
འབྲུ			syllable, seed, letter, dig, chisel, examine, corn, grain, granule, grain of anything, particle, piece
འབྲུ་འཇལ			grain measure
འབྲུ་བ			delve, dig, scoop, pry into, scrutinize, probe, inflame, irritate
འབྲུ་ཆང			beer from corn
འབྲུ་དོན			meaning of a letter, object of one's application or prayer
འབྲུ་དྲུག			six syllables, six syllables ('A A HA SHA SA MA)
འབྲུ་དུག			poison of cereals
འབྲུ་གནོན			reading and following the syntax properly
འབྲུ་གྲིམས			tea in grains and loose tea
འབྲུ་གསུམ			the 3 syllables om ah hum
འབྲུ་ཁང			barn, granary
འབྲུ་ཁྲལ			tribute paid in corn
འབྲུ་ལས			digging
འབྲུ་མ			capital letters of tibet
འབྲུ་མར			oil from oleaginous seeds, rape seed oil
འབྲུ་མཆོད			grain offering
འབྲུ་ཕན			water, that which benefits grain
འབྲུ་རྡོག			grain, grain of corn
འབྲུ་རྒོད			wild grain
འབྲུ་རིགས			grains; grains, cereals, food, grains
འབྲུ་ཤ			SA bru sha
འབྲུ་ཤལ			SA bru sha
འབྲུ་སྐྱེད			interest of corn loan
འབྲུ་ཚ			SA bru tsha
འབྲུ་ཚུགས			protrude
འབྲུ་ཟུན			superior kind of carpet or rug
འབྲུ་ལ་སྒང			place in tibet
འབྲུ་སྨིན་པ			ripe corn
འབྲུ་བྲེ་ལ་གཤར་བ			measure grain by the bre
འབྲུ་ཤོར་སྣོད			wicker work vessel for grain
འབྲུ་ཡི་མར			grain oil
འབྲུ་ཚུགས་ལེགས			excellent script
འབྲུ་ཚུགས་བཟང་བ			excellent characters
འབྲུ་བཞིན་པ			digging
འབྲུ་བཅུད་གསུམ			3 kinds of millet-sesame
འབྲུ་སྒྲོག་མ			ant
འབྲུ་གང་བུ་ཅན			grains which have husks such as wheat and sesamum
འབྲུ་མར་ཚག་པ			draw off oil
འབྲུ་མང་པོ			a kind of war cry
འབྲུ་ཚགས་སའི་སྣོད			vessel in which grain passing through a sieve is deposited
འབྲུ་འཐག་པ			grind grain
འབྲུ་སོགས་སྤུངས་པ			accumulated grain
འབྲུའི་ཁལ			load of grain
འབྲུབ་ཁུང			sacrificial fire pit for rituals, triangular black iron recipient used in destructive rites
འབྲུབ་པ			overflow, gush forth
འབྲུབས་སུ་བྱ་བ			needle work
འབྲུད་པ			rub, fill up, SA 'drud pa
འབྲུག			dragon symbolical of thunder, thunder, lightning, whirlwind, mythical winged dragon, 1 of 12 dus tshod, Bhutan
འབྲུག་བར			middle sect of 'brug pa school
འབྲུག་གཡས			agitation
འབྲུག་གཟིག			species of leopard found in bhutan the bones of which are used as antidote to cancerous sores and dog bites
འབྲུག་ལྡིར			it thunders
འབྲུག་མོ			ewe, nardostachys jatamansi
འབྲུག་པ			native of bhutan, thunderers or sect of buddhists inhabiting bhutan
འབྲུག་རྗེ			sa bdag, demon monster
འབྲུག་སྒྲ			thundering
འབྲུག་ཤིང			a plant
འབྲུག་སྐད			thunder, cry or sound of the dragon, thunder
འབྲུག་སྨད			lower or later sect of 'brug pa school, lower bhutan
འབྲུག་ཡུལ			Bhutan; bhutan, Bhutan
འབྲུག་ཞབས			ecclesiastical ruler of bhutan, dharma raja of bhutan
འབྲུག་རིས་མ			kind of chinese satin, SA gos chen
འབྲུག་རྒྱབ་ཆུང			kind of chinese satin with embroidered figures of dragons
འབྲུག་རྒྱབ་ཆེན་མོ			satin with larger figures of dragons
འབྲུག་ཡུལ་གི་མི་དང་སྐད			bhutanese
འབྲུག་བརྒྱ་མ			kind of chinese satin, SA gos chen
འབྲུག་སྒྲའི་གར			peacock
