# form	pos	lemma	sense	freq
འདོར			discard; reject; cast out; forsake; cancel
འདོར་བ			discard; cast out; forsake; reject; cancel
འདོར་བ་མེད་པ			non-renunciation; not abandon; not cast out; not forsake
འདོར་བ་མེད་པ་སྟོང་པ་ཉིད			empty of non-rejection
འདོར་བར་འགྱུར			discard; reject; cast out; forsake
འདོར་བར་བགྱིད་པ			discard; reject; cast out; forsake
འདོར་ལེན			the reliance on discarding [non-virtues]
འདོར་ལེན་བརྟེན་པ			the reliance on discarding [non-virtues] and assuming [virtues]
འདྲ			similar; same; similarity; likeness; like; image
འདྲ་འདྲ་ཞིག་འདུག			[like-like-a-is]; seems to be; appears to be
འདྲ་འདྲ་བ			as if; like
འདྲ་བ			similar; same; similarity; likeness; like; image
འདྲ་བར			similar; similarly; like
འདྲ་བར་འགྱུར			become similar; similar; same; similarity; likeness; like; image
འདྲེ			[flesh eating] demon(s)
འདྲེ་པ			contamination
འདྲེན			induce; lead; draw; connect; cite; quote; pull; conduct
འདྲེན་པ			induce; lead; draw; connect; cite; quote; pull; conduct
འདྲེན་པའི་ཐབས			method/technique of leading
འདྲེས་མ			mixed; mixture; various
འདྲེས་མ			mixed
འདྲེས་མར་མ་གྱུར་པ			unmixed
འདྲེས་པ			mixed; shared
འདྲེས་པར་འགྱུར			become mixed; mix
འདྲེས་རུང			suitable to be mixed
འདྲི			ask
འདྲི་བ			ask
འདྲི་བའི་གཞི			basis of questioning; basis for asking
འདྲི་བར་བྱ			ask
འདྲིད			fornicate
འདྲིལ་པ			verb: to be involved\n noun: involvement
འདྲིས			be well acquainted
འདྲིས་བ			ask
འདྲིས་བྱེད			acquaintance (?); ask (?)
འདྲིས་པ			be well acquainted
འདྲིས་པ་ཤེས་པ			cognition of acquaintance
འདྲིས་པ་ཡེ་ཤེས			exalted wisdom of acquaintance
འདྲིས་པར་བྱེད་ལ			become acquainted
འདུ			collect; assemble
འདུ་འབྲལ་མེད			non-fusable and inseparabale
འདུ་བ			collect; assemble
འདུ་བ་མེད			not collected; not assembled
འདུ་བར་འགྱུར་བ			assemble; collect
འདུ་བྱེད			compositional thing
འདུ་བྱེད			[assemble-make]; compositional thing; compositional factor; compositional phenomenon; compounded; assemble; make; act; activity; compositional phenomena; compositional things
འདུ་བྱེད་བཏང་སྙོམས			desisting from application
འདུ་བྱེད་ཀྱི་ལས			compositional activity
འདུ་བྱེད་ཀྱི་མཚན་མ			signs of compositional phenomena; sign of a compositional factor
འདུ་བྱེད་ཀྱི་སྡུག་བསྔལ			suffering of conditioning
འདུ་བྱེད་མེད་པ			uncompounded; (T) non-compositional
འདུ་བྱེད་པ			application; overapplication; antidote
འདུ་བྱེད་རྣམས་འཇུག་པ་མི་རུང་བའི་ཕྱིར			because it is not suitable to engage in compositional phenomenon
འདུ་བྱེད་རྣམས་ཀྱི་བདག་མེད་པ་ཙམ་དང་རང་བཞིན་མེད་པ་ཙམ་ཉིད			just the mere absence of self and just the mere absence of inherent nature of compounded phenomena
འདུ་བྱེད་རྣམས་ལ་སྐྱེ་བ་དང་འཇིག་པ			production and disintegration with respect to compositional phenomenon
འདུ་བྱེད་རྣམས་མི་རྟག་པ་ཉིད			compositional phenomenon are impermanent
འདུ་བྱེད་སྣ་ཚོགས་རྣམ་པ་དུ་མ			various aspects of compositional phenomenon
འདུ་བྱེད་ཐམས་ཅད་ནི་མི་རྟག་པའོ			all compositional phenomenon are impermanent
འདུ་བྱེད་ཐམས་ཅད་ནི་སྡུག་བསྔལ་བའོ			all compositional phenomenon are suffering
འདུ་མ་བྱེད			non-compositional phenomenon; uncompounded(S); non-application
འདུ་མཛད			compositional factor; compose; apply
འདུ་མི་བྱེད			non-application; uncompounded; (T) non-compositional phenomenon
འདུ་མི་བྱེད་པ			non-composition; non-application; uncompounded
འདུ་ཤེས			discrimination
འདུ་ཤེས་མེ་པ			non-discrimination
འདུ་ཤེས་མེད་འདུ་ཤེས་མེད་མིན			without discrimination and without non-discrimination
འདུ་ཤེས་མེད་འདུ་ཤེས་མེད་མིན་སྐྱེ་མཆེད			sphere of neither discrimination nor non-discrimination
འདུ་ཤེས་མེད་པ			non-discrimination
འདུ་ཤེས་མེད་པ་ཡིན			non-discrimination; there is no discrimination
འདུ་ཤེས་མེད་པའི་སེམས་ཅན			god of no discrimination
འདུ་ཤེས་མེད་པའི་སྙོམས་འཇུག			absorption without discrimination
འདུད			homage
འདུད་པ			homage
འདུག			is; are; there is; a verb meaning to exist in a place
འདུག་པ			is; are; verb of existence
འདུག་སྟངས			manner of sitting; posture (gz)
འདུལ			to tame; discipline; subdue
འདུལ་བ			discipline; Discipline; vow; monastic discipline; to be tamed; to be trained
འདུལ་བ་ལས་བྱུང་བ་དབེན་པའི་རང་བཞིན			nature which is isolated from the need for discipline
འདུལ་བ་མདོར་བསྡུས			condensed discipline
འདུལ་བ་མེད་པ			undisciplined; non-discipline
འདུལ་བ་ཉིད་པ			discipline
འདུལ་བའི་དབང			power of discipline
འདུལ་བའི་དབང་གིས			through the force of taming
འདུལ་བའི་དོན་དུ			for the sake of disciplining
འདུལ་བའི་མདོ			Guṇaprabha's Aphorisms on Discipline
འདུལ་བའི་སྡེ་སྣོད			scriptural collections of discipline
འདུལ་བའི་སྐྱེ་བོ			beings to be tamed; beings to be trained
འདུལ་བའི་ཐབས་ཀྱི་ཁམས			realm of the method of discipline
འདུལ་བར་བྱེད			discipline
འདུལ་བྱ			trainee; disciple
འདུན			aspiration; aspire
འདུན་བྱེད			aspiration; aspire
འདུན་དང་བཅས་པ			having aspiration; together with aspiration
འདུན་ལ་བརྟེན་པ			based on aspiration
འདུན་མ			wish; goal; aim
འདུན་པ			aspiration
